[background-preinit] INFO  | org.hibernate.validator.internal.util.Version                | HV000001: Hibernate Validator 8.0.2.Final (Version.java:21)
[http-nio-8092-exec-4] DEBUG | org.springframework.web.servlet.DispatcherServlet            | POST "/classes", parameters={} (LogFormatUtils.java:120)
[http-nio-8092-exec-4] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.classes.ClasseController#addClasse(ClasseRequest) (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-4] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestResponseBodyMethodProcessor | Read "application/json;charset=UTF-8" to [com.isi.scolaire.classes.ClasseRequest@5967d527] (LogFormatUtils.java:120)
[http-nio-8092-exec-4] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-4] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [com.isi.scolaire.classes.ClasseResponse@2a7d301b] (LogFormatUtils.java:120)
[http-nio-8092-exec-4] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 201 CREATED (FrameworkServlet.java:1138)
[http-nio-8092-exec-10] DEBUG | org.springframework.web.servlet.DispatcherServlet            | GET "/subjects", parameters={} (LogFormatUtils.java:120)
[http-nio-8092-exec-10] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.subjects.SubjectController#getAllSubjects() (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-10] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-10] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [[]] (LogFormatUtils.java:120)
[http-nio-8092-exec-10] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 200 OK (FrameworkServlet.java:1138)
[http-nio-8092-exec-8] DEBUG | org.springframework.web.servlet.DispatcherServlet            | GET "/sessions", parameters={} (LogFormatUtils.java:120)
[http-nio-8092-exec-8] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.sessions.SessionController#getAllSessions() (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-8] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-8] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [[]] (LogFormatUtils.java:120)
[http-nio-8092-exec-8] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 200 OK (FrameworkServlet.java:1138)
[http-nio-8092-exec-2] DEBUG | org.springframework.web.servlet.DispatcherServlet            | GET "/sectors", parameters={} (LogFormatUtils.java:120)
[http-nio-8092-exec-2] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.sectors.SectorController#getAllSectors() (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-2] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-2] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [[com.isi.scolaire.sectors.SectorResponse@1d7ab0da, com.isi.scolaire.sectors.SectorResponse@4d73656e]] (LogFormatUtils.java:120)
[http-nio-8092-exec-2] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 200 OK (FrameworkServlet.java:1138)
[http-nio-8092-exec-5] DEBUG | org.springframework.web.servlet.DispatcherServlet            | GET "/classes", parameters={} (LogFormatUtils.java:120)
[http-nio-8092-exec-5] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.classes.ClasseController#getAllClasses() (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-6] DEBUG | org.springframework.web.servlet.DispatcherServlet            | GET "/subjects", parameters={} (LogFormatUtils.java:120)
[http-nio-8092-exec-6] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.subjects.SubjectController#getAllSubjects() (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-6] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-6] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [[]] (LogFormatUtils.java:120)
[http-nio-8092-exec-6] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 200 OK (FrameworkServlet.java:1138)
[http-nio-8092-exec-5] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-5] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [[com.isi.scolaire.classes.ClasseResponse@1f020986]] (LogFormatUtils.java:120)
[http-nio-8092-exec-5] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 200 OK (FrameworkServlet.java:1138)
[http-nio-8092-exec-10] DEBUG | org.springframework.web.servlet.DispatcherServlet            | GET "/sectors", parameters={} (LogFormatUtils.java:120)
[http-nio-8092-exec-10] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.sectors.SectorController#getAllSectors() (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-10] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-10] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [[com.isi.scolaire.sectors.SectorResponse@12acd33, com.isi.scolaire.sectors.SectorResponse@41a0fce3]] (LogFormatUtils.java:120)
[http-nio-8092-exec-10] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 200 OK (FrameworkServlet.java:1138)
[http-nio-8092-exec-8] DEBUG | org.springframework.web.servlet.DispatcherServlet            | POST "/classes", parameters={} (LogFormatUtils.java:120)
[http-nio-8092-exec-8] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.classes.ClasseController#addClasse(ClasseRequest) (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-8] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestResponseBodyMethodProcessor | Read "application/json;charset=UTF-8" to [com.isi.scolaire.classes.ClasseRequest@f328700] (LogFormatUtils.java:120)
[http-nio-8092-exec-8] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-8] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [com.isi.scolaire.classes.ClasseResponse@f16f928] (LogFormatUtils.java:120)
[http-nio-8092-exec-8] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 201 CREATED (FrameworkServlet.java:1138)
[http-nio-8092-exec-1] DEBUG | org.springframework.web.servlet.DispatcherServlet            | GET "/classes", parameters={} (LogFormatUtils.java:120)
[http-nio-8092-exec-1] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.classes.ClasseController#getAllClasses() (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-3] DEBUG | org.springframework.web.servlet.DispatcherServlet            | GET "/subjects", parameters={} (LogFormatUtils.java:120)
[http-nio-8092-exec-3] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.subjects.SubjectController#getAllSubjects() (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-1] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-1] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [[com.isi.scolaire.classes.ClasseResponse@33ff6796, com.isi.scolaire.classes.ClasseResponse@30c996e7]] (LogFormatUtils.java:120)
[http-nio-8092-exec-1] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 200 OK (FrameworkServlet.java:1138)
[http-nio-8092-exec-3] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-3] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [[]] (LogFormatUtils.java:120)
[http-nio-8092-exec-3] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 200 OK (FrameworkServlet.java:1138)
[http-nio-8092-exec-6] DEBUG | org.springframework.web.servlet.DispatcherServlet            | GET "/sectors", parameters={} (LogFormatUtils.java:120)
[http-nio-8092-exec-6] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.sectors.SectorController#getAllSectors() (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-6] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-6] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [[com.isi.scolaire.sectors.SectorResponse@6ffcdab2, com.isi.scolaire.sectors.SectorResponse@72ec29cd]] (LogFormatUtils.java:120)
[http-nio-8092-exec-6] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 200 OK (FrameworkServlet.java:1138)
[http-nio-8092-exec-9] DEBUG | org.springframework.web.servlet.DispatcherServlet            | POST "/classes", parameters={} (LogFormatUtils.java:120)
[http-nio-8092-exec-9] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.classes.ClasseController#addClasse(ClasseRequest) (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-9] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestResponseBodyMethodProcessor | Read "application/json;charset=UTF-8" to [com.isi.scolaire.classes.ClasseRequest@4ccdfd03] (LogFormatUtils.java:120)
[http-nio-8092-exec-9] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-9] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [com.isi.scolaire.classes.ClasseResponse@4cd4ae0f] (LogFormatUtils.java:120)
[http-nio-8092-exec-9] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 201 CREATED (FrameworkServlet.java:1138)
[http-nio-8092-exec-10] DEBUG | org.springframework.web.servlet.DispatcherServlet            | GET "/classes", parameters={} (LogFormatUtils.java:120)
[http-nio-8092-exec-10] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.classes.ClasseController#getAllClasses() (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-8] DEBUG | org.springframework.web.servlet.DispatcherServlet            | GET "/subjects", parameters={} (LogFormatUtils.java:120)
[http-nio-8092-exec-8] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.subjects.SubjectController#getAllSubjects() (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-10] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-10] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [[com.isi.scolaire.classes.ClasseResponse@2212645, com.isi.scolaire.classes.ClasseResponse@35d3fcfd,  (truncated)...] (LogFormatUtils.java:120)
[http-nio-8092-exec-10] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 200 OK (FrameworkServlet.java:1138)
[http-nio-8092-exec-8] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-8] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [[]] (LogFormatUtils.java:120)
[http-nio-8092-exec-8] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 200 OK (FrameworkServlet.java:1138)
[http-nio-8092-exec-1] DEBUG | org.springframework.web.servlet.DispatcherServlet            | GET "/kinds", parameters={} (LogFormatUtils.java:120)
[http-nio-8092-exec-1] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.kind.KindController#getAllKinds() (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-1] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-1] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [[]] (LogFormatUtils.java:120)
[http-nio-8092-exec-1] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 200 OK (FrameworkServlet.java:1138)
[http-nio-8092-exec-4] DEBUG | org.springframework.web.servlet.DispatcherServlet            | POST "/kinds", parameters={} (LogFormatUtils.java:120)
[http-nio-8092-exec-4] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.kind.KindController#addKind(KindRequest) (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-4] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestResponseBodyMethodProcessor | Read "application/json;charset=UTF-8" to [com.isi.scolaire.kind.KindRequest@4ab2e97a] (LogFormatUtils.java:120)
[http-nio-8092-exec-4] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-4] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [com.isi.scolaire.kind.KindResponse@36aaf88f] (LogFormatUtils.java:120)
[http-nio-8092-exec-4] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 201 CREATED (FrameworkServlet.java:1138)
[http-nio-8092-exec-6] DEBUG | org.springframework.web.servlet.DispatcherServlet            | GET "/kinds", parameters={} (LogFormatUtils.java:120)
[http-nio-8092-exec-6] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.kind.KindController#getAllKinds() (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-6] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-6] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [[com.isi.scolaire.kind.KindResponse@2cfba158]] (LogFormatUtils.java:120)
[http-nio-8092-exec-6] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 200 OK (FrameworkServlet.java:1138)
[http-nio-8092-exec-7] DEBUG | org.springframework.web.servlet.DispatcherServlet            | POST "/kinds", parameters={} (LogFormatUtils.java:120)
[http-nio-8092-exec-7] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.kind.KindController#addKind(KindRequest) (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-7] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestResponseBodyMethodProcessor | Read "application/json;charset=UTF-8" to [com.isi.scolaire.kind.KindRequest@6aa5a257] (LogFormatUtils.java:120)
[http-nio-8092-exec-7] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-7] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [com.isi.scolaire.kind.KindResponse@3cb3ce44] (LogFormatUtils.java:120)
[http-nio-8092-exec-7] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 201 CREATED (FrameworkServlet.java:1138)
[http-nio-8092-exec-10] DEBUG | org.springframework.web.servlet.DispatcherServlet            | GET "/kinds", parameters={} (LogFormatUtils.java:120)
[http-nio-8092-exec-10] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.kind.KindController#getAllKinds() (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-10] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-10] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [[com.isi.scolaire.kind.KindResponse@3b2dbaef, com.isi.scolaire.kind.KindResponse@3b9146a8]] (LogFormatUtils.java:120)
[http-nio-8092-exec-10] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 200 OK (FrameworkServlet.java:1138)
[http-nio-8092-exec-2] DEBUG | org.springframework.web.servlet.DispatcherServlet            | GET "/programs", parameters={} (LogFormatUtils.java:120)
[http-nio-8092-exec-2] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.program.ProgramController#getAllPrograms() (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-2] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-2] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [[]] (LogFormatUtils.java:120)
[http-nio-8092-exec-2] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 200 OK (FrameworkServlet.java:1138)
[http-nio-8092-exec-1] DEBUG | org.springframework.web.servlet.DispatcherServlet            | GET "/kinds", parameters={} (LogFormatUtils.java:120)
[http-nio-8092-exec-1] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.kind.KindController#getAllKinds() (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-1] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-1] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [[com.isi.scolaire.kind.KindResponse@4f846d61, com.isi.scolaire.kind.KindResponse@4b82d6d1]] (LogFormatUtils.java:120)
[http-nio-8092-exec-1] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 200 OK (FrameworkServlet.java:1138)
[http-nio-8092-exec-4] DEBUG | org.springframework.web.servlet.DispatcherServlet            | POST "/programs", parameters={} (LogFormatUtils.java:120)
[http-nio-8092-exec-4] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.program.ProgramController#addProgram(ProgramRequest) (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-4] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestResponseBodyMethodProcessor | Read "application/json;charset=UTF-8" to [com.isi.scolaire.program.ProgramRequest@1ba175b4] (LogFormatUtils.java:120)
[http-nio-8092-exec-4] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-4] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [com.isi.scolaire.program.ProgramResponse@6e49546] (LogFormatUtils.java:120)
[http-nio-8092-exec-4] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 201 CREATED (FrameworkServlet.java:1138)
[http-nio-8092-exec-6] DEBUG | org.springframework.web.servlet.DispatcherServlet            | GET "/programs", parameters={} (LogFormatUtils.java:120)
[http-nio-8092-exec-6] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.program.ProgramController#getAllPrograms() (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-6] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-6] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [[com.isi.scolaire.program.ProgramResponse@677ccb1e]] (LogFormatUtils.java:120)
[http-nio-8092-exec-6] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 200 OK (FrameworkServlet.java:1138)
[http-nio-8092-exec-9] DEBUG | org.springframework.web.servlet.DispatcherServlet            | GET "/kinds", parameters={} (LogFormatUtils.java:120)
[http-nio-8092-exec-9] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.kind.KindController#getAllKinds() (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-9] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-9] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [[com.isi.scolaire.kind.KindResponse@6452f295, com.isi.scolaire.kind.KindResponse@28e9422b]] (LogFormatUtils.java:120)
[http-nio-8092-exec-9] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 200 OK (FrameworkServlet.java:1138)
[http-nio-8092-exec-10] DEBUG | org.springframework.web.servlet.DispatcherServlet            | POST "/programs", parameters={} (LogFormatUtils.java:120)
[http-nio-8092-exec-10] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.program.ProgramController#addProgram(ProgramRequest) (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-10] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestResponseBodyMethodProcessor | Read "application/json;charset=UTF-8" to [com.isi.scolaire.program.ProgramRequest@4dd9866b] (LogFormatUtils.java:120)
[http-nio-8092-exec-10] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-10] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [com.isi.scolaire.program.ProgramResponse@244a589c] (LogFormatUtils.java:120)
[http-nio-8092-exec-10] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 201 CREATED (FrameworkServlet.java:1138)
[http-nio-8092-exec-8] DEBUG | org.springframework.web.servlet.DispatcherServlet            | GET "/programs", parameters={} (LogFormatUtils.java:120)
[http-nio-8092-exec-8] DEBUG | org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerMapping | Mapped to com.isi.scolaire.program.ProgramController#getAllPrograms() (AbstractHandlerMapping.java:533)
[http-nio-8092-exec-8] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Using 'application/json', given [application/json, text/plain, */*] and supported [application/json, application/*+json, application/yaml] (AbstractMessageConverterMethodProcessor.java:310)
[http-nio-8092-exec-8] DEBUG | org.springframework.web.servlet.mvc.method.annotation.HttpEntityMethodProcessor | Writing [[com.isi.scolaire.program.ProgramResponse@166d9c24, com.isi.scolaire.program.ProgramResponse@1911d2c (truncated)...] (LogFormatUtils.java:120)
[http-nio-8092-exec-8] DEBUG | org.springframework.web.servlet.DispatcherServlet            | Completed 200 OK (FrameworkServlet.java:1138)
[SpringApplicationShutdownHook] INFO  | org.springframework.boot.web.embedded.tomcat.GracefulShutdown | Commencing graceful shutdown. Waiting for active requests to complete (GracefulShutdown.java:54)
[tomcat-shutdown] INFO  | org.springframework.boot.web.embedded.tomcat.GracefulShutdown | Graceful shutdown complete (GracefulShutdown.java:76)
[SpringApplicationShutdownHook] INFO  | org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean | Closing JPA EntityManagerFactory for persistence unit 'default' (AbstractEntityManagerFactoryBean.java:660)
[SpringApplicationShutdownHook] INFO  | com.zaxxer.hikari.HikariDataSource                           | HikariPool-1 - Shutdown initiated... (HikariDataSource.java:349)
[SpringApplicationShutdownHook] INFO  | com.zaxxer.hikari.HikariDataSource                           | HikariPool-1 - Shutdown completed. (HikariDataSource.java:351)
